"Symbol","StkShortName","IPODate","Ownership","DelistedDate","Board","IndustryNameB","IndustryCodeB","IndustryNameA","IndustryCodeA","RegisterCapital","BusinessScope"
"000066","中国长城","1997-06-26","国营或国有控股","","主板","计算机、通信和其他电子设备制造业","C39","工业","0005","2936165560","计算机软件、硬件、终端及其外部设备、网络系统及系统集成、电子产品及零部件、金融机具、税控机具、计量仪表、安防产品、移动通讯设备、无线电话机(手机)、通信及网络产品、数字音视频产品的技术开发、销售及售后服务,并提供相关的技术和咨询服务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);投资兴办实业(具体项目另行申报);自营进出口业务(具体按深贸营登证字第49号文执行);房地产开发经营;房屋、设备等固定资产租赁(不含金融租赁);物业管理及相关服务业务;国内商业、物资供销业(不含专营、专控、专卖商品)。(依法须经批准的项目,经相关部门批准后方可开展经营活动;法律、法规规定无需许可(审批)的,市场主体自主选择经营。)计算机软件、硬件、终端及其外部设备、网络系统及系统集成、电子产品及零部件、金融机具、税控机具、计量仪表、安防产品、移动通讯设备、无线电话机(手机)、通信及网络产品、数字音视频产品的生产、加工;经营自行开发的电子出版物、零售各类软件及电子出版物。"
"000068","华控赛格","1997-06-11","私营企业","","主板","专业技术服务业","M74","公用事业","0002","896671464","生产经营彩管玻壳及其材料、玻璃器材、平面显示器件玻璃及其材料；国内商业、物资供销业（不含专营、专控、专卖商品）；货物及技术进出口业务。"
"000069","华侨城A","1997-09-10","国营或国有控股","","主板","房地产业","K70","房地产","0003","7271498566","旅游及其关联产业的投资和管理；房地产开发；自有物业租赁；酒店管理；文化活动的组织策划；会展策划；旅游项目策划；旅游信息咨询；旅游工业品的销售；投资兴办实业（具体项目另行申报）；国内商业（不含专营、专控、专卖商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。"
"000070","特发信息","2000-05-11","国营或国有控股","","主板","电气机械及器材制造业","C38","工业","0005","271000000","光纤、光缆、光纤预制棒、电子元器件、通讯设备、电力线缆、电力通信光缆、金具及附件的生产（生产项目另办执照）；通信设备系统工程的设计、安装、维护、调试、咨询；软件工程的开发、销售、服务；计算机网络系统集成、通信信息服务（不含限制项目）；国内商业、物资供销业（不含专营、专控、专卖商品）；进出口贸易业务；自动化设备应用技术的开发；自有物业租赁、物业管理；停车服务（具体内容以工商部门核准的内容为准）。"
"000078","海王生物","1998-12-18","私营企业","","主板","零售业","F52","商业","0006","2762583257","生产经营生物化学原料、制品、试剂及其它相关制品(以上不含专营、专控和专卖商品);自营进出口业务(按深贸管登证字第70号文规定执行);开发生物化学产品和其他相关制品;投资兴办实业(具体项目另行申报);房屋租赁;信息咨询;医药专业领域内技术转让,技术咨询,技术服务。(以上项目不涉及外商投资准入特别管理措施)"
"000088","盐田港","1997-07-28","国营或国有控股","","主板","道路运输业","G54","公用事业","0002","1942200000","码头的开发与经营；货物装卸与运输；港口配套交通设施建设与经营；港口配套仓储及工业设施建设与经营；港口配套生活服务设施的建设与经营；集装箱修理；转口贸易；经营进出口业务。"
"000089","深圳机场","1998-04-20","国营或国有控股","","主板","航空运输业","G56","公用事业","0002","1690254380","主营:航空客货地面运输及过港保障与服务;机场航空及其辅助设施投资业务;投资兴办实业;国内商业、物资供销业;国际、国内航空客货销售代理业务;仓储、包装、装卸搬运业务;深港旅客运输、深港航空货物驳运业务;海港客货运输过港保障与服务;物业出租、物业管理;机场范围内广告制作与发布;侯机楼、侯船楼内休闲、文化、餐饮、娱乐、商业、商务等综合服务。兼营:保税仓储业务;包机业务;航空邮件、航空特快专递业务;海关报关业务;航空咨询、旅游业务;机电安装、维修业务;实业开发;代理国内外广告设计、制作、发布业务;商务贸易、进出口业务。"
"000090","天健集团","1999-07-21","国营或国有控股","","主板","土木工程建筑业","E48","房地产","0003","502300722","1、市政公用工程施工总承包特级；可承担各类市政公用工程的施工。2、房屋建筑工程施工总承包壹级；可承担单项建安合同额不超过企业注册资本金5倍的下列房屋建筑工程的施工。3、公路工程施工总承包壹级；可承担单项合同额不超过企业注册资本金5倍的各等级公路及桥梁、长度3000米及以下的隧道工程的施工。4、地基与基础工程专业承包壹级；可承担各类地基与基础工程的施工。5、土石方工程专业承包壹级；可承担各类土石方工程的施工。6、公路路面工程专业承包壹级；可承担各级公路的各类路面和钢桥面工程的施工。7、公路路基工程专业承包壹级；可承担各级公路的土石方、中小桥涵、防护及排水、软基处理工程的施工。8、城市轨道交通工程专业承包资质；可承担城市地铁、轻轨等轨道交通工程的施工。9、水利水电工程施工总承包贰级；可承担单项合同额不超过企业注册资本金5倍的下列工程的施工：库容1亿立方米、装机容量100MW及以下水利水电及辅助生产设施的建筑、安装和基础工程的施工。10、机电安装工程施工总承包贰级：可承担投资额3000万元及以下的一般工业、公用工程和公共建筑的机电安装工程的施工。11、房地产开发房壹级；经营房地产开发、商品房经营、物业管理。12、投资建设并收费经营公路、桥梁、各类城市基础设施及环保工程项目；投资开发房地产业。13、董事会决定并经工商行政管理局批准的其他经营项目。"
"000096","广聚能源","2000-07-24","国营或国有控股","","主板","批发业","F51","商业","0006","528000000","兴办实业(具体项目另行申报);国内商业、物资供销业(不含专营、专控、专卖商品);投资电力企业(具体项目另报);成品油(由分支机构经营);经营液化石油气(限瓶装,经营场地另办执照);进出口业务按《中华人民共和国进出口企业资格证书》办。"
"000099","中信海直","2000-07-31","国营或国有控股","","主板","航空运输业","G56","公用事业","0002","513600000","陆上石油服务、海上石油服务、人工降水、医疗救护、航空探矿、直升机引航作业、通用航空包机飞行、公务飞行、空中游览、出租飞行、直升机机外载荷飞行、航空器代管业务、私用飞行驾驶执照培训；航空摄影、空中广告、海洋监测、渔业飞行、气象探测、科学实验、城市消防、空中巡查、航空护林、空中拍照；中国民用航空局135部规定的通用航空业务。直升机、二手飞机、报废飞机、航空设备、器材及零配件的出口业务；直升机、航空设备、器材及零配件、机场场站设备的进口业务；接受委托代理上述进出口业务；与境外公司（机构）签订有关租用直升机、固定翼飞机及飞行员、机械师的合同；自营和代理除国家组织统一联合经营的16种出口商品和国家实行核定公司经营的14种进口商品以外的商品及技术的进出口业务；开展“三来一补”、进料加工业务；对销贸易和转口贸易；直升机机体、动力装置、机载设备、特种作业设备的维修；石油化工产品的仓储、陆路运输；投资企业所需设备、材料及生产产品的销售(国家有专项专营规定的除外)。"
"000100","TCL科技","2004-01-30","国营或国有控股","","主板","计算机、通信和其他电子设备制造业","C39","工业","0005","9452413271","研究、开发、生产、销售电子产品及通讯设备，新型光电、液晶显示器件，五金、交电，VCD、DVD视盘机，家庭影院系统，电子计算机及配件，电池，数字卫星电视接收机，建筑材料、普通机械。电子计算机技术服务，货运仓储，影视器材维修，废旧物资回收。在合法取得的土地上进行房地产开发。经营进出口贸易（国家禁止进出口的商品和技术除外）。创业投资业务及创业投资咨询；受托管理其他创业投资机构的创业投资资本；为创业企业提供创业管理服务；参与发起创业投资机构与创业投资管理顾问机构。"
